Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
01-Sep-20,SWAS,Treliske Hospital,119,100.00%,43,36.13%,21,17.65%,6,5.04%,0,0.00%,14.55,7.53,0.89,83.7,18.22,46.27,36.14,0.12
02-Sep-20,SWAS,Treliske Hospital,117,100.00%,67,57.26%,31,26.50%,1,0.85%,0,0.00%,17.78,5.43,0.03,62,21.11,40.35,41.16,0.15
03-Sep-20,SWAS,Treliske Hospital,125,100.00%,18,14.40%,7,5.60%,1,0.80%,0,0.00%,4.18,1.41,0.13,67.58,9.91,20.35,20.64,0.03
04-Sep-20,SWAS,Treliske Hospital,132,100.00%,55,41.67%,19,14.39%,5,3.79%,0,0.00%,13.94,5.42,0.56,71.58,17.02,36.87,37.44,0.11
05-Sep-20,SWAS,Treliske Hospital,122,100.00%,72,59.02%,48,39.34%,15,12.30%,1,0.82%,34.51,19.84,5.79,211.55,29.33,65.8,59.65,0.28
06-Sep-20,SWAS,Treliske Hospital,120,100.00%,44,36.67%,18,15.00%,5,4.17%,4,3.33%,15.69,9.23,3.93,135.67,18.32,38.13,36.65,0.13
07-Sep-20,SWAS,Treliske Hospital,105,100.00%,43,40.95%,16,15.24%,3,2.86%,1,0.95%,11.22,4.7,0.63,93.62,17.88,40.23,31.29,0.11
08-Sep-20,SWAS,Treliske Hospital,110,100.00%,42,38.18%,5,4.55%,0,0.00%,0,0.00%,5.94,0.83,0,51.83,13.15,25.5,24.11,0.05
09-Sep-20,SWAS,Treliske Hospital,118,100.00%,56,47.46%,24,20.34%,3,2.54%,0,0.00%,14.28,4.8,0.49,79.83,18.43,36,36.25,0.12
10-Sep-20,SWAS,Treliske Hospital,96,100.00%,27,28.13%,4,4.17%,0,0.00%,0,0.00%,3.58,0.59,0,47.37,11.88,22.88,19,0.04
11-Sep-20,SWAS,Treliske Hospital,119,100.00%,26,21.85%,6,5.04%,0,0.00%,0,0.00%,4.73,1.3,0,50.85,10.95,24.07,21.73,0.04
12-Sep-20,SWAS,Treliske Hospital,121,100.00%,45,37.19%,13,10.74%,1,0.83%,0,0.00%,8.91,2.28,0.06,63.57,14.95,31.2,30.15,0.07
13-Sep-20,SWAS,Treliske Hospital,113,100.00%,68,60.18%,52,46.02%,31,27.43%,23,20.35%,70.58,55.14,34.91,215.9,49.28,129.38,92.81,0.62
14-Sep-20,SWAS,Treliske Hospital,123,100.00%,41,33.33%,15,12.20%,0,0.00%,0,0.00%,8.53,2.45,0,56.22,14.02,33.52,28.75,0.07
15-Sep-20,SWAS,Treliske Hospital,113,100.00%,32,28.32%,10,8.85%,1,0.88%,0,0.00%,5.86,1.65,0.18,70.55,12.22,27.57,23.01,0.05
16-Sep-20,SWAS,Treliske Hospital,105,100.00%,42,40.00%,14,13.33%,1,0.95%,0,0.00%,8.8,2.55,0.16,69.53,15.63,34.32,27.35,0.08
17-Sep-20,SWAS,Treliske Hospital,127,100.00%,75,59.06%,44,34.65%,24,18.90%,13,10.24%,47.46,33.98,17.91,176.55,34.58,91.23,73.19,0.37
18-Sep-20,SWAS,Treliske Hospital,111,100.00%,30,27.03%,4,3.60%,0,0.00%,0,0.00%,4.31,0.9,0,51.3,12.13,23.17,22.43,0.04
19-Sep-20,SWAS,Treliske Hospital,114,100.00%,22,19.30%,3,2.63%,0,0.00%,0,0.00%,1.99,0.18,0,39.47,9.17,17.72,17.43,0.02
20-Sep-20,SWAS,Treliske Hospital,117,100.00%,16,13.68%,3,2.56%,1,0.85%,0,0.00%,3.94,1.27,0.46,87.6,9.86,22.27,19.22,0.03
21-Sep-20,SWAS,Treliske Hospital,99,100.00%,35,35.35%,10,10.10%,1,1.01%,0,0.00%,7.55,1.96,0.02,61.45,14.32,30.45,23.63,0.08
22-Sep-20,SWAS,Treliske Hospital,128,100.00%,48,37.50%,25,19.53%,12,9.38%,6,4.69%,25.97,17.31,8.87,176.75,22.12,59.28,47.19,0.2
23-Sep-20,SWAS,Treliske Hospital,127,100.00%,68,53.54%,38,29.92%,20,15.75%,9,7.09%,36.97,24.04,9.38,126.85,29.29,76.4,61.99,0.29
24-Sep-20,SWAS,Treliske Hospital,112,100.00%,37,33.04%,7,6.25%,0,0.00%,0,0.00%,4.85,1,0,58.57,13.25,21.98,24.73,0.04
25-Sep-20,SWAS,Treliske Hospital,125,100.00%,64,51.20%,31,24.80%,3,2.40%,0,0.00%,18.24,6.44,0.36,73.28,20.18,40.2,42.04,0.15
26-Sep-20,SWAS,Treliske Hospital,124,100.00%,46,37.10%,15,12.10%,0,0.00%,0,0.00%,8.98,2.58,0,58.38,15,35.45,31,0.07
27-Sep-20,SWAS,Treliske Hospital,129,100.00%,27,20.93%,6,4.65%,0,0.00%,0,0.00%,4.13,0.36,0,40.53,10.76,24.2,23.13,0.03
28-Sep-20,SWAS,Treliske Hospital,132,100.00%,65,49.24%,31,23.48%,8,6.06%,4,3.03%,22.87,12.09,4.32,130.95,21.63,43.8,47.58,0.17
29-Sep-20,SWAS,Treliske Hospital,117,100.00%,38,32.48%,7,5.98%,0,0.00%,0,0.00%,5.81,0.86,0,48.57,13.15,26.15,25.65,0.05
30-Sep-20,SWAS,Treliske Hospital,100,100.00%,21,21.00%,3,3.00%,0,0.00%,0,0.00%,1.72,0.21,0,38.03,9.78,16.78,16.3,0.02
01-Oct-20,SWAS,Treliske Hospital,123,100.00%,33,26.83%,9,7.32%,1,0.81%,0,0.00%,5.39,1.28,0.04,62.43,12.1,24.28,24.81,0.04
02-Oct-20,SWAS,Treliske Hospital,114,100.00%,20,17.54%,5,4.39%,0,0.00%,0,0.00%,3.28,0.74,0,51.12,10.76,19.42,20.45,0.03
03-Oct-20,SWAS,Treliske Hospital,111,100.00%,21,18.92%,1,0.90%,0,0.00%,0,0.00%,1.76,0.16,0,39.65,9.31,17.88,17.23,0.02
04-Oct-20,SWAS,Treliske Hospital,111,100.00%,29,26.13%,8,7.21%,0,0.00%,0,0.00%,5.24,1.04,0,47.22,12.25,25.37,22.66,0.05
05-Oct-20,SWAS,Treliske Hospital,124,100.00%,55,44.35%,35,28.23%,20,16.13%,11,8.87%,33.94,23.12,10.69,121.4,27.51,82.97,56.86,0.27
06-Oct-20,SWAS,Treliske Hospital,134,100.00%,76,56.72%,47,35.07%,24,17.91%,9,6.72%,43.37,27.6,10.23,127.42,31.22,78.2,69.73,0.32
07-Oct-20,SWAS,Treliske Hospital,100,100.00%,27,27.00%,6,6.00%,0,0.00%,0,0.00%,4.73,1.38,0,51.4,12.98,23.53,21.63,0.05
08-Oct-20,SWAS,Treliske Hospital,107,100.00%,21,19.63%,6,5.61%,2,1.87%,0,0.00%,4.71,1.87,0.22,71.28,10.89,22.2,19.41,0.04
09-Oct-20,SWAS,Treliske Hospital,136,100.00%,35,25.74%,8,5.88%,0,0.00%,0,0.00%,5.74,1.23,0,54.33,12.05,23.87,27.32,0.04
10-Oct-20,SWAS,Treliske Hospital,105,100.00%,27,25.71%,5,4.76%,1,0.95%,0,0.00%,4.6,1.34,0.02,61.2,12.01,23.45,21.02,0.04
11-Oct-20,SWAS,Treliske Hospital,132,100.00%,71,53.79%,46,34.85%,15,11.36%,4,3.03%,34.48,20.41,7.28,161.15,27.39,65.67,60.26,0.26
12-Oct-20,SWAS,Treliske Hospital,108,100.00%,41,37.96%,23,21.30%,15,13.89%,15,13.89%,40.19,32.74,23.24,221.42,32.92,134.93,59.26,0.37
13-Oct-20,SWAS,Treliske Hospital,125,100.00%,61,48.80%,36,28.80%,14,11.20%,5,4.00%,28.89,17.51,6.14,177.27,24.93,63.32,51.93,0.23
14-Oct-20,SWAS,Treliske Hospital,114,100.00%,58,50.88%,30,26.32%,10,8.77%,5,4.39%,23.63,13.41,4.42,112.7,23.72,57.07,45.07,0.21
15-Oct-20,SWAS,Treliske Hospital,105,100.00%,54,51.43%,25,23.81%,13,12.38%,6,5.71%,25.91,16.26,7.67,156.4,26.14,66.95,45.75,0.25
16-Oct-20,SWAS,Treliske Hospital,107,100.00%,35,32.71%,4,3.74%,0,0.00%,0,0.00%,4.46,1.07,0,58.23,11.85,22.2,21.13,0.04
17-Oct-20,SWAS,Treliske Hospital,112,100.00%,32,28.57%,9,8.04%,0,0.00%,0,0.00%,5.45,0.99,0,48.37,13.16,25.87,24.57,0.05
18-Oct-20,SWAS,Treliske Hospital,106,100.00%,23,21.70%,2,1.89%,0,0.00%,0,0.00%,2.39,0.18,0,37.72,11.21,19.48,19.81,0.02
19-Oct-20,SWAS,Treliske Hospital,117,100.00%,32,27.35%,5,4.27%,0,0.00%,0,0.00%,4.37,0.87,0,59.3,11.6,21.42,22.63,0.04
20-Oct-20,SWAS,Treliske Hospital,141,100.00%,40,28.37%,7,4.96%,1,0.71%,1,0.71%,7.38,2.77,0.6,96.05,12.9,24.07,30.31,0.05
21-Oct-20,SWAS,Treliske Hospital,116,100.00%,65,56.03%,41,35.34%,24,20.69%,7,6.03%,42.51,29.57,14.17,201.3,33.42,83.38,64.62,0.37
22-Oct-20,SWAS,Treliske Hospital,118,100.00%,64,54.24%,43,36.44%,20,16.95%,9,7.63%,42.65,29.65,14.42,168.25,33.71,86.18,66.3,0.36
23-Oct-20,SWAS,Treliske Hospital,120,100.00%,82,68.33%,51,42.50%,13,10.83%,2,1.67%,34.82,19.17,4.57,120.68,30.1,61.43,60.19,0.29
24-Oct-20,SWAS,Treliske Hospital,130,100.00%,81,62.31%,44,33.85%,17,13.08%,7,5.38%,35.71,20.32,7.75,148.92,28.69,66.33,62.16,0.27
25-Oct-20,SWAS,Treliske Hospital,123,100.00%,49,39.84%,20,16.26%,6,4.88%,5,4.07%,16.77,9.22,4.1,126.92,18.45,38.3,37.82,0.14
26-Oct-20,SWAS,Treliske Hospital,101,100.00%,79,78.22%,67,66.34%,54,53.47%,40,39.60%,117.61,99.59,69.38,364.42,83.22,169.5,140.09,1.16
27-Oct-20,SWAS,Treliske Hospital,119,100.00%,79,66.39%,48,40.34%,24,20.17%,14,11.76%,48.37,32.62,15.11,159.77,37.07,99,73.53,0.41
28-Oct-20,SWAS,Treliske Hospital,117,100.00%,54,46.15%,25,21.37%,6,5.13%,2,1.71%,17.89,9.08,2.29,103.88,20.57,47.83,40.11,0.15
29-Oct-20,SWAS,Treliske Hospital,115,100.00%,30,26.09%,2,1.74%,0,0.00%,0,0.00%,4.37,0.51,0,45.65,11.72,24.32,22.47,0.04
30-Oct-20,SWAS,Treliske Hospital,116,100.00%,30,25.86%,3,2.59%,0,0.00%,0,0.00%,3.89,0.46,0,45.92,11.27,22.35,21.78,0.03
31-Oct-20,SWAS,Treliske Hospital,111,100.00%,25,22.52%,2,1.80%,1,0.90%,1,0.90%,3.97,1.51,0.58,94.67,11.92,19.78,22.05,0.04
01-Nov-20,SWAS,Treliske Hospital,104,100.00%,27,25.96%,5,4.81%,1,0.96%,0,0.00%,4.19,0.96,0.06,63.83,11.92,24.97,20.67,0.04
02-Nov-20,SWAS,Treliske Hospital,120,100.00%,65,54.17%,32,26.67%,25,20.83%,16,13.33%,51.3,40.22,25.17,233.63,37.44,103.52,74.89,0.43
03-Nov-20,SWAS,Treliske Hospital,90,100.00%,58,64.44%,40,44.44%,24,26.67%,16,17.78%,46.5,34.28,19.21,216.12,43.42,107.72,65.12,0.52
04-Nov-20,SWAS,Treliske Hospital,110,100.00%,46,41.82%,23,20.91%,10,9.09%,4,3.64%,20.49,11.67,4.48,106.28,21.67,51.15,39.73,0.19
05-Nov-20,SWAS,Treliske Hospital,104,100.00%,25,24.04%,8,7.69%,1,0.96%,0,0.00%,5.4,1.36,0.05,62.87,12.18,27.52,21.11,0.05
06-Nov-20,SWAS,Treliske Hospital,123,100.00%,43,34.96%,12,9.76%,0,0.00%,0,0.00%,7.84,2.11,0,50.6,13.51,26.78,27.69,0.06
07-Nov-20,SWAS,Treliske Hospital,107,100.00%,24,22.43%,7,6.54%,0,0.00%,0,0.00%,4.26,0.8,0,46.55,10.67,24.17,19.03,0.04
08-Nov-20,SWAS,Treliske Hospital,106,100.00%,24,22.64%,6,5.66%,1,0.94%,0,0.00%,4.61,1.45,0.04,62.57,12.03,21.05,21.25,0.04
09-Nov-20,SWAS,Treliske Hospital,110,100.00%,62,56.36%,37,33.64%,17,15.45%,10,9.09%,35.14,23.26,10.81,125.7,30.91,77.38,56.66,0.32
10-Nov-20,SWAS,Treliske Hospital,95,100.00%,25,26.32%,7,7.37%,1,1.05%,0,0.00%,5.39,1.38,0.07,64.2,12.83,26.82,20.31,0.06
11-Nov-20,SWAS,Treliske Hospital,104,100.00%,37,35.58%,10,9.62%,0,0.00%,0,0.00%,6.49,1.33,0,49.27,13.95,29.4,24.19,0.06
12-Nov-20,SWAS,Treliske Hospital,114,100.00%,25,21.93%,7,6.14%,0,0.00%,0,0.00%,4.55,0.83,0,45.02,11.26,27.3,21.39,0.04
13-Nov-20,SWAS,Treliske Hospital,115,100.00%,37,32.17%,8,6.96%,1,0.87%,0,0.00%,6.13,1.69,0.42,85.25,13.51,24.52,25.9,0.05
14-Nov-20,SWAS,Treliske Hospital,125,100.00%,44,35.20%,16,12.80%,4,3.20%,0,0.00%,10.59,4.14,0.33,69,15.06,31.58,31.38,0.08
15-Nov-20,SWAS,Treliske Hospital,116,100.00%,33,28.45%,6,5.17%,0,0.00%,0,0.00%,4.17,0.54,0,39.32,12.13,21.77,23.44,0.04
16-Nov-20,SWAS,Treliske Hospital,98,100.00%,16,16.33%,2,2.04%,0,0.00%,0,0.00%,1.92,0.59,0,57.38,9.33,18.27,15.25,0.02
17-Nov-20,SWAS,Treliske Hospital,103,100.00%,25,24.27%,4,3.88%,1,0.97%,0,0.00%,4.06,0.98,0.15,69.07,11.69,22.37,20.07,0.04
18-Nov-20,SWAS,Treliske Hospital,103,100.00%,29,28.16%,6,5.83%,0,0.00%,0,0.00%,4.54,0.81,0,44.15,12.33,25.73,21.17,0.04
19-Nov-20,SWAS,Treliske Hospital,102,100.00%,18,17.65%,4,3.92%,1,0.98%,0,0.00%,3.37,1.07,0.21,72.33,10.45,21.45,17.76,0.03
20-Nov-20,SWAS,Treliske Hospital,100,100.00%,27,27.00%,7,7.00%,0,0.00%,0,0.00%,4.61,0.87,0,45.95,12.63,27.12,21.05,0.05
21-Nov-20,SWAS,Treliske Hospital,108,100.00%,40,37.04%,7,6.48%,0,0.00%,0,0.00%,6.59,1.21,0,54.12,14.52,27.62,26.13,0.06
22-Nov-20,SWAS,Treliske Hospital,111,100.00%,27,24.32%,6,5.41%,1,0.90%,0,0.00%,4.13,1,0.04,62.15,10.55,21.42,19.52,0.04
23-Nov-20,SWAS,Treliske Hospital,109,100.00%,28,25.69%,2,1.83%,0,0.00%,0,0.00%,3.18,0.39,0,50.27,11.76,22.32,21.36,0.03
24-Nov-20,SWAS,Treliske Hospital,105,100.00%,20,19.05%,4,3.81%,0,0.00%,0,0.00%,2.92,0.66,0,55,10.26,20.43,17.96,0.03
25-Nov-20,SWAS,Treliske Hospital,122,100.00%,61,50.00%,22,18.03%,3,2.46%,2,1.64%,17.66,7.96,2.54,150.02,20.4,41,41.48,0.14
26-Nov-20,SWAS,Treliske Hospital,121,100.00%,48,39.67%,21,17.36%,7,5.79%,3,2.48%,17.21,9.08,3.28,132.53,18.56,38.17,37.43,0.14
27-Nov-20,SWAS,Treliske Hospital,112,100.00%,46,41.07%,12,10.71%,1,0.89%,0,0.00%,9.22,2.56,0.23,73.88,15.6,32.43,29.13,0.08
28-Nov-20,SWAS,Treliske Hospital,98,100.00%,20,20.41%,2,2.04%,0,0.00%,0,0.00%,2.38,0.21,0,40.13,10.11,20.3,16.51,0.02
29-Nov-20,SWAS,Treliske Hospital,123,100.00%,35,28.46%,13,10.57%,2,1.63%,0,0.00%,8.88,2.8,0.44,79.17,13.2,30.2,27.06,0.07
30-Nov-20,SWAS,Treliske Hospital,107,100.00%,28,26.17%,8,7.48%,1,0.93%,0,0.00%,6.16,1.86,0.11,66.65,13.23,26.43,23.6,0.06
01-Dec-20,SWAS,Treliske Hospital,106,100.00%,50,47.17%,28,26.42%,10,9.43%,5,4.72%,25.47,16.18,5.87,163.98,25,58.45,44.17,0.24
02-Dec-20,SWAS,Treliske Hospital,107,100.00%,29,27.10%,13,12.15%,5,4.67%,4,3.74%,13.54,9.01,4.58,173.95,17.53,35.57,31.27,0.13
03-Dec-20,SWAS,Treliske Hospital,118,100.00%,75,63.56%,38,32.20%,13,11.02%,7,5.93%,34,20.02,9.46,181.38,29.96,64.18,58.91,0.29
04-Dec-20,SWAS,Treliske Hospital,137,100.00%,80,58.39%,50,36.50%,13,9.49%,1,0.73%,31.37,15.91,2.71,92.25,26.14,59.92,59.68,0.23
05-Dec-20,SWAS,Treliske Hospital,97,100.00%,40,41.24%,10,10.31%,2,2.06%,0,0.00%,7.41,2.3,0.47,84.58,15.93,30.25,25.76,0.08
06-Dec-20,SWAS,Treliske Hospital,130,100.00%,67,51.54%,25,19.23%,5,3.85%,0,0.00%,18.65,8.01,1.16,84.73,20.5,47.98,44.41,0.14
07-Dec-20,SWAS,Treliske Hospital,121,100.00%,70,57.85%,35,28.93%,9,7.44%,0,0.00%,24.93,12.08,1.7,85.57,24.39,57.15,49.18,0.21
08-Dec-20,SWAS,Treliske Hospital,118,100.00%,64,54.24%,31,26.27%,21,17.80%,12,10.17%,36.47,25.3,13.95,152.25,30.4,91.17,59.79,0.31
09-Dec-20,SWAS,Treliske Hospital,129,100.00%,94,72.87%,63,48.84%,36,27.91%,18,13.95%,60.48,41.3,17.75,145.62,40.85,94.15,87.84,0.47
10-Dec-20,SWAS,Treliske Hospital,126,100.00%,100,79.37%,83,65.87%,56,44.44%,42,33.33%,135.55,112.18,78.2,243.85,78.34,185.9,164.52,1.08
11-Dec-20,SWAS,Treliske Hospital,120,100.00%,62,51.67%,28,23.33%,15,12.50%,11,9.17%,48.82,38.22,28.97,263.95,36.03,76.8,72.06,0.41
12-Dec-20,SWAS,Treliske Hospital,123,100.00%,58,47.15%,24,19.51%,1,0.81%,0,0.00%,14.82,5.95,0.12,67.3,18.78,42.65,38.5,0.12
13-Dec-20,SWAS,Treliske Hospital,105,100.00%,46,43.81%,20,19.05%,15,14.29%,11,10.48%,30.4,23.38,14.51,187.13,27.64,99.97,48.38,0.29
14-Dec-20,SWAS,Treliske Hospital,127,100.00%,91,71.65%,60,47.24%,32,25.20%,29,22.83%,73.63,54.68,33.56,192.9,47.79,120.37,101.16,0.58
15-Dec-20,SWAS,Treliske Hospital,112,100.00%,83,74.11%,70,62.50%,41,36.61%,17,15.18%,74.44,55.91,26.46,224.35,52.92,106.08,98.78,0.66
16-Dec-20,SWAS,Treliske Hospital,120,100.00%,56,46.67%,39,32.50%,30,25.00%,23,19.17%,66.1,54.87,38.31,242.68,44.79,142.75,89.57,0.55
17-Dec-20,SWAS,Treliske Hospital,122,100.00%,51,41.80%,20,16.39%,2,1.64%,0,0.00%,12.12,4.21,0.29,71.68,17,33.53,34.57,0.1
18-Dec-20,SWAS,Treliske Hospital,104,100.00%,34,32.69%,2,1.92%,0,0.00%,0,0.00%,3.97,0.36,0,48.73,12.37,22.48,21.44,0.04
19-Dec-20,SWAS,Treliske Hospital,99,100.00%,25,25.25%,3,3.03%,0,0.00%,0,0.00%,3.67,0.59,0,57.75,11.9,24.85,19.63,0.04
20-Dec-20,SWAS,Treliske Hospital,111,100.00%,34,30.63%,3,2.70%,0,0.00%,0,0.00%,3.81,0.13,0,34.65,12.21,22.67,22.6,0.03
21-Dec-20,SWAS,Treliske Hospital,115,100.00%,31,26.96%,4,3.48%,0,0.00%,0,0.00%,3.31,0.47,0,41.55,12.22,20,23.43,0.03
22-Dec-20,SWAS,Treliske Hospital,122,100.00%,41,33.61%,9,7.38%,1,0.82%,0,0.00%,5.95,1.34,0.04,62.37,13.48,23.35,27.4,0.05
23-Dec-20,SWAS,Treliske Hospital,131,100.00%,50,38.17%,7,5.34%,0,0.00%,0,0.00%,7.64,1.15,0,50.67,14.32,26.4,31.27,0.06
24-Dec-20,SWAS,Treliske Hospital,84,100.00%,18,21.43%,3,3.57%,0,0.00%,0,0.00%,2.35,0.41,0,43.65,11.74,20.4,16.43,0.03
25-Dec-20,SWAS,Treliske Hospital,111,100.00%,42,37.84%,6,5.41%,0,0.00%,0,0.00%,5.27,0.31,0,38.63,13.53,26.13,25.03,0.05
26-Dec-20,SWAS,Treliske Hospital,131,100.00%,55,41.98%,28,21.37%,10,7.63%,1,0.76%,21.5,11.76,2.65,93.37,21.09,54.93,46.05,0.16
27-Dec-20,SWAS,Treliske Hospital,104,100.00%,60,57.69%,35,33.65%,31,29.81%,25,24.04%,82.07,70.64,54.14,297.18,59.13,203.37,102.5,0.79
28-Dec-20,SWAS,Treliske Hospital,114,100.00%,46,40.35%,18,15.79%,1,0.88%,0,0.00%,10.37,2.59,0.27,76.03,16.65,32.72,31.64,0.09
29-Dec-20,SWAS,Treliske Hospital,109,100.00%,52,47.71%,21,19.27%,9,8.26%,6,5.50%,22.07,14.02,7.72,155.02,23.77,46.13,43.18,0.2
30-Dec-20,SWAS,Treliske Hospital,110,100.00%,87,79.09%,76,69.09%,61,55.45%,50,45.45%,130.26,109.88,75.25,266.23,84.28,170.9,154.52,1.18
31-Dec-20,SWAS,Treliske Hospital,114,100.00%,54,47.37%,32,28.07%,13,11.40%,7,6.14%,27.31,17.13,7.27,147.65,26.11,62,49.61,0.24
01-Jan-21,SWAS,Treliske Hospital,114,100.00%,89,78.07%,74,64.91%,51,44.74%,34,29.82%,114.49,93.61,63.22,248.53,73.81,188.47,140.23,1
02-Jan-21,SWAS,Treliske Hospital,109,100.00%,50,45.87%,7,6.42%,0,0.00%,0,0.00%,6.54,0.75,0,47.57,15.24,27.58,27.69,0.06
03-Jan-21,SWAS,Treliske Hospital,103,100.00%,36,34.95%,7,6.80%,0,0.00%,0,0.00%,5.12,1.06,0,50.52,14.46,24,24.82,0.05
04-Jan-21,SWAS,Treliske Hospital,112,100.00%,36,32.14%,9,8.04%,1,0.89%,0,0.00%,7.18,1.73,0.02,61.48,14.49,28.32,27.05,0.06
05-Jan-21,SWAS,Treliske Hospital,102,100.00%,71,69.61%,35,34.31%,21,20.59%,16,15.69%,43.2,30.83,17.47,189.47,38.53,100.72,65.5,0.42
06-Jan-21,SWAS,Treliske Hospital,90,100.00%,72,80.00%,59,65.56%,50,55.56%,39,43.33%,124.97,108.92,81.81,321.92,96.85,256.88,145.28,1.39
07-Jan-21,SWAS,Treliske Hospital,86,100.00%,55,63.95%,23,26.74%,5,5.81%,1,1.16%,15.28,6.26,1.59,100.92,24,43.18,34.4,0.18
08-Jan-21,SWAS,Treliske Hospital,117,100.00%,85,72.65%,65,55.56%,47,40.17%,37,31.62%,106.02,87.67,59.88,274.17,67.71,164.23,132.04,0.91
09-Jan-21,SWAS,Treliske Hospital,92,100.00%,40,43.48%,15,16.30%,6,6.52%,3,3.26%,15.1,9.1,4.9,150.33,21.43,37.27,32.87,0.16
10-Jan-21,SWAS,Treliske Hospital,107,100.00%,52,48.60%,15,14.02%,0,0.00%,0,0.00%,9.01,1.81,0,47.33,16.77,33.77,29.9,0.08
11-Jan-21,SWAS,Treliske Hospital,98,100.00%,50,51.02%,29,29.59%,13,13.27%,7,7.14%,27,17.54,8.42,149.92,28.93,78.43,47.26,0.28
12-Jan-21,SWAS,Treliske Hospital,110,100.00%,62,56.36%,35,31.82%,20,18.18%,16,14.55%,47.87,36.42,23.41,192.37,38.49,134.3,70.56,0.44
13-Jan-21,SWAS,Treliske Hospital,99,100.00%,59,59.60%,36,36.36%,21,21.21%,8,8.08%,35.11,23.54,9.74,140.72,33.9,86.65,55.93,0.35
14-Jan-21,SWAS,Treliske Hospital,87,100.00%,55,63.22%,32,36.78%,20,22.99%,15,17.24%,45.34,34.53,22.28,184.02,43.91,148,63.66,0.52
15-Jan-21,SWAS,Treliske Hospital,93,100.00%,39,41.94%,17,18.28%,5,5.38%,4,4.30%,15.3,9.09,5.26,156.02,21.1,39.8,32.7,0.16
16-Jan-21,SWAS,Treliske Hospital,105,100.00%,63,60.00%,42,40.00%,26,24.76%,22,20.95%,63.48,50.42,35.1,252.92,48.65,139.25,85.14,0.6
17-Jan-21,SWAS,Treliske Hospital,94,100.00%,29,30.85%,8,8.51%,1,1.06%,0,0.00%,5.11,1.11,0.1,65.95,13.4,27.2,21,0.05
18-Jan-21,SWAS,Treliske Hospital,106,100.00%,40,37.74%,8,7.55%,0,0.00%,0,0.00%,6.34,1,0,49.78,14.99,28.33,26.48,0.06
19-Jan-21,SWAS,Treliske Hospital,108,100.00%,69,63.89%,20,18.52%,1,0.93%,0,0.00%,15.37,4.13,0.17,69.93,21.36,41.12,38.45,0.14
20-Jan-21,SWAS,Treliske Hospital,97,100.00%,39,40.21%,8,8.25%,2,2.06%,0,0.00%,7.3,2.56,0.55,78.3,15.79,27.67,25.52,0.08
21-Jan-21,SWAS,Treliske Hospital,100,100.00%,42,42.00%,12,12.00%,0,0.00%,0,0.00%,7.53,1.46,0,47.9,15.72,30.8,26.21,0.08
22-Jan-21,SWAS,Treliske Hospital,108,100.00%,78,72.22%,53,49.07%,36,33.33%,28,25.93%,91.22,75.06,54.34,343.37,64.26,176.77,115.67,0.84
23-Jan-21,SWAS,Treliske Hospital,108,100.00%,95,87.96%,86,79.63%,61,56.48%,48,44.44%,146.29,123.74,86.89,362.35,95.23,206.08,171.42,1.35
24-Jan-21,SWAS,Treliske Hospital,92,100.00%,29,31.52%,7,7.61%,0,0.00%,0,0.00%,4.05,0.8,0,50.08,13.02,23.48,19.97,0.04
25-Jan-21,SWAS,Treliske Hospital,101,100.00%,32,31.68%,10,9.90%,1,0.99%,0,0.00%,5.71,1.77,0.07,64.45,13.65,29.1,22.97,0.06
26-Jan-21,SWAS,Treliske Hospital,104,100.00%,53,50.96%,24,23.08%,7,6.73%,0,0.00%,17.8,8.91,1.58,84.97,22.16,53.42,38.42,0.17
27-Jan-21,SWAS,Treliske Hospital,105,100.00%,48,45.71%,24,22.86%,9,8.57%,2,1.90%,18.47,9.95,2.56,120.25,21.46,52.88,37.55,0.18
28-Jan-21,SWAS,Treliske Hospital,110,100.00%,71,64.55%,47,42.73%,12,10.91%,6,5.45%,37.85,23.92,9.22,220.1,33.49,60.45,61.4,0.34
29-Jan-21,SWAS,Treliske Hospital,115,100.00%,89,77.39%,73,63.48%,47,40.87%,22,19.13%,76.24,56.33,27.65,159.53,53.11,107.12,101.8,0.66
30-Jan-21,SWAS,Treliske Hospital,100,100.00%,42,42.00%,18,18.00%,14,14.00%,7,7.00%,25.64,19.31,11.34,235.68,26.93,74.12,44.88,0.26
31-Jan-21,SWAS,Treliske Hospital,86,100.00%,25,29.07%,5,5.81%,0,0.00%,0,0.00%,3.59,0.68,0,53.85,12.61,24.07,18.07,0.04
01-Feb-21,SWAS,Treliske Hospital,110,100.00%,40,36.36%,7,6.36%,1,0.91%,0,0.00%,5.75,1.13,0.24,74.22,14.08,25.37,25.81,0.05
02-Feb-21,SWAS,Treliske Hospital,124,100.00%,82,66.13%,38,30.65%,13,10.48%,1,0.81%,29.2,15.54,2.62,96.05,27.51,63.85,56.85,0.24
