Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
29-Dec-22,LAS,St Helier,40,80.00%,35,87.50%,29,72.50%,15,37.50%,15,37.50%,68.21,60.28,50.38,616.18,116.53,292.72,77.69,1.71
29-Dec-22,YAS,St James University Hospital,98,98.00%,37,37.76%,12,12.24%,0,0.00%,0,0.00%,7.02,1.84,0,54.13,15.19,31.88,24.81,0.07
29-Dec-22,IOW,St Mary'S Hospital,51,100.00%,26,50.98%,9,17.65%,0,0.00%,0,0.00%,5.07,0.97,0,47.57,19.11,34.22,16.25,0.1
29-Dec-22,LAS,St Marys; W2,55,82.09%,39,70.91%,12,21.82%,1,1.82%,0,0.00%,9.05,3.6,0.07,64.48,22.72,47.97,20.83,0.16
29-Dec-22,SECAmb,St Peters Hospital,101,95.28%,94,93.07%,34,33.66%,2,1.98%,0,0.00%,21.78,4.6,0.21,70.3,27.61,39.43,46.48,0.22
29-Dec-22,SECAmb,St Richards Hospital,40,90.91%,30,75.00%,15,37.50%,9,22.50%,4,10.00%,19.5,13.9,8.3,243.97,43.28,82.4,28.85,0.49
29-Dec-22,LAS,St Thomas',75,86.21%,58,77.33%,20,26.67%,6,8.00%,0,0.00%,14.54,5.66,0.65,79.58,25.26,50.03,31.58,0.19
29-Dec-22,NWAS,Stepping Hill,42,70.00%,39,92.86%,32,76.19%,25,59.52%,18,42.86%,62.28,53.32,39.4,287.63,103.71,247.67,72.6,1.48
29-Dec-22,SCAS,Stoke Mandeville Hospital,36,41.86%,34,94.44%,23,63.89%,13,36.11%,6,16.67%,48.86,41.6,33.04,791.75,96.25,72.32,57.75,1.36
29-Dec-22,NEAS,Sunderland Royal A&E,43,66.15%,33,76.74%,25,58.14%,12,27.91%,5,11.63%,25.24,24.31,17.85,233.33,49.19,160.17,35.25,0.59
29-Dec-22,NWAS,Tameside General,27,49.09%,22,81.48%,15,55.56%,12,44.44%,8,29.63%,23.91,19.47,12.64,226,67.5,171.67,30.38,0.89
29-Dec-22,SWAS,Torbay Hospital,43,100.00%,38,88.37%,34,79.07%,31,72.09%,28,65.12%,218.45,209.18,192.79,"1,036.60",319.1,701.78,228.69,5.08
29-Dec-22,SWAS,Treliske Hospital,62,100.00%,55,88.71%,52,83.87%,50,80.65%,45,72.58%,332.43,319.05,293.86,"1,378.70",335.61,820.45,346.8,5.36
29-Dec-22,SECAmb,Tunbridge Wells Hospital,65,86.67%,44,67.69%,21,32.31%,1,1.54%,0,0.00%,11.32,3.86,0.19,71.12,24.02,42.9,26.02,0.17
29-Dec-22,NEAS,Uhnd A&E,19,33.93%,19,100.00%,13,68.42%,9,47.37%,8,42.11%,27.77,27.6,25.23,301.12,102.71,561.22,32.52,1.46
29-Dec-22,WMAS,Uni Hospital Cov & War,91,86.67%,77,84.62%,44,48.35%,25,27.47%,15,16.48%,48.23,33.2,16.57,202.87,46.12,108.5,69.94,0.53
29-Dec-22,LAS,University College,47,94.00%,34,72.34%,13,27.66%,0,0.00%,0,0.00%,8.16,2.83,0,54.82,24.27,46.17,19.01,0.17
29-Dec-22,WMAS,Walsall Manor,91,94.79%,69,75.82%,34,37.36%,10,10.99%,5,5.49%,26.48,14.92,5.17,140.47,31.57,62.43,47.88,0.29
29-Dec-22,NWAS,Warrington,28,68.29%,25,89.29%,20,71.43%,18,64.29%,12,42.86%,51.85,46.34,36.9,570.52,125.34,432.12,58.49,1.85
29-Dec-22,WMAS,Warwick,36,64.29%,36,100.00%,33,91.67%,28,77.78%,21,58.33%,82.6,73.86,59.05,476,152.66,277.33,91.6,2.29
29-Dec-22,EEAST,Watford General Hospital,31,43.66%,27,87.10%,21,67.74%,14,45.16%,8,25.81%,32.6,26.07,17.75,258.83,77.14,233.73,39.86,1.05
29-Dec-22,NWAS,West Cumberland,15,75.00%,14,93.33%,8,53.33%,4,26.67%,2,13.33%,8.46,5.52,2.88,162.22,48.59,98.75,12.15,0.56
29-Dec-22,LAS,West Middlesex,86,95.56%,52,60.47%,18,20.93%,9,10.47%,2,2.33%,17.96,9.84,3.74,131.03,25.29,55.07,36.25,0.21
29-Dec-22,EEAST,West Suffolk Hospital,24,58.54%,22,91.67%,15,62.50%,9,37.50%,7,29.17%,36.89,32.17,26.16,596.58,106.76,262.85,42.7,1.54
29-Dec-22,SWAS,Weston General Hospital,26,100.00%,21,80.77%,19,73.08%,14,53.85%,12,46.15%,38.91,33.92,25.51,301.33,103.23,224.58,44.73,1.5
29-Dec-22,SCAS,Wexham Park Hospital,69,80.23%,51,73.91%,24,34.78%,8,11.59%,1,1.45%,19.35,10.72,2.25,123.75,30.58,55.42,35.17,0.28
29-Dec-22,LAS,Whipps Cross,39,62.90%,35,89.74%,30,76.92%,20,51.28%,17,43.59%,51.71,43.65,31.59,289.03,93.73,192.2,60.93,1.33
29-Dec-22,NWAS,Whiston,31,51.67%,31,100.00%,29,93.55%,24,77.42%,20,64.52%,110.92,103.39,90.16,630.33,229.69,486.05,118.67,3.58
29-Dec-22,LAS,Whittington,36,92.31%,23,63.89%,7,19.44%,0,0.00%,0,0.00%,5.07,1.4,0,55.73,21.02,35.33,12.61,0.14
29-Dec-22,SECAmb,William Harvey Hospital,81,90.00%,65,80.25%,27,33.33%,3,3.70%,0,0.00%,16.15,5.46,0.26,68.55,26.17,42.3,35.33,0.2
29-Dec-22,WMAS,Worcestershire Royal,59,77.63%,54,91.53%,43,72.88%,37,62.71%,36,61.02%,239.42,227.44,208,866,258.08,662.2,253.78,4.06
29-Dec-22,SECAmb,Worthing Hospital,62,78.48%,35,56.45%,24,38.71%,18,29.03%,15,24.19%,29.96,23.05,13.78,163.85,42.23,114.55,43.64,0.48
29-Dec-22,NWAS,Wythenshawe,45,77.59%,38,84.44%,31,68.89%,22,48.89%,15,33.33%,51.39,42.76,30.44,328.37,83.03,214.25,62.27,1.14
29-Dec-22,SWAS,Yeovil District Hospital,47,100.00%,43,91.49%,33,70.21%,26,55.32%,22,46.81%,112.38,103.12,88.89,781.07,158.12,346.45,123.86,2.39
29-Dec-22,YAS,York District Hospital,38,65.52%,33,86.84%,29,76.32%,24,63.16%,20,52.63%,97.1,89.48,76.17,511,166.91,423.57,105.71,2.56
28-Dec-22,EEAST,Addenbrookes Hospital,40,75.47%,37,92.50%,26,65.00%,18,45.00%,15,37.50%,59.58,52.12,41.54,397.12,104.08,238.25,69.39,1.49
28-Dec-22,NWAS,Aintree University,36,69.23%,34,94.44%,29,80.56%,20,55.56%,15,41.67%,54.14,46.33,34.9,664.25,104.89,197.93,62.94,1.5
28-Dec-22,YAS,Airedale General Hospital,30,93.75%,17,56.67%,10,33.33%,10,33.33%,8,26.67%,22.44,19.74,14.74,252.65,57.34,157.6,28.67,0.75
28-Dec-22,WMAS,Alexandra,43,78.18%,40,93.02%,34,79.07%,30,69.77%,27,62.79%,106.76,97.48,81.65,490,163.51,340.03,117.18,2.48
28-Dec-22,NWAS,Arrowe Park,26,54.17%,22,84.62%,18,69.23%,14,53.85%,10,38.46%,32.16,27.21,19.8,403.7,88.18,172.95,38.21,1.24
28-Dec-22,LAS,Barnet,41,77.36%,36,87.80%,19,46.34%,15,36.59%,11,26.83%,32.5,25.78,17.61,234,61.68,141.55,42.15,0.79
28-Dec-22,EEAST,Barnet General Hospital,8,66.67%,8,100.00%,7,87.50%,5,62.50%,5,62.50%,16.46,14.49,11.47,246.7,138.44,246.7,18.46,2.06
28-Dec-22,YAS,Barnsley District General,42,89.36%,30,71.43%,24,57.14%,19,45.24%,11,26.19%,31.59,24.71,14.1,196.12,58.59,123.73,41.01,0.75
28-Dec-22,EEAST,Basildon & Thurrock Hospital,48,70.59%,44,91.67%,26,54.17%,18,37.50%,15,31.25%,63.21,54.63,43.96,539.12,93.5,281.08,74.8,1.32
28-Dec-22,EMAS,Bassetlaw District General Hospital,29,100.00%,27,93.10%,15,51.72%,12,41.38%,9,31.03%,33.45,24.64,17.39,252,74.74,206.2,36.12,1.15
28-Dec-22,EEAST,Bedford Hospital South Wing,41,91.11%,27,65.85%,19,46.34%,12,29.27%,9,21.95%,28.79,23.03,15.49,257.5,56.21,154.9,38.41,0.7
28-Dec-22,WMAS,Birmingham Childrens,3,60.00%,1,33.33%,0,0.00%,0,0.00%,0,0.00%,0.04,0,0,17.38,13.31,16.58,0.67,0.01
28-Dec-22,NWAS,Blackpool Victoria,52,72.22%,48,92.31%,38,73.08%,25,48.08%,16,30.77%,72.96,62.22,47.71,552.78,98.85,255.6,85.67,1.4
28-Dec-22,EMAS,Boston Pilgrim Hospital,48,100.00%,46,95.83%,34,70.83%,26,54.17%,24,50.00%,151.63,138.27,123.02,624,197.09,549.2,157.67,3.16
28-Dec-22,YAS,Bradford Royal Infirmary,71,92.21%,29,40.85%,19,26.76%,11,15.49%,7,9.86%,22.23,16.32,9.55,205.58,29,80.1,34.32,0.31
28-Dec-22,SWAS,Bristol Royal Hosp For Children,7,100.00%,2,28.57%,2,28.57%,0,0.00%,0,0.00%,0.71,0.21,0,42.17,16.78,42.17,1.96,0.1
28-Dec-22,SWAS,Bristol Royal Infirmary,51,100.00%,45,88.24%,42,82.35%,33,64.71%,29,56.86%,217.59,206.66,188.22,"1,086.53",270.31,735.42,229.77,4.27
28-Dec-22,EEAST,Broomfield Hospital,57,81.43%,55,96.49%,45,78.95%,30,52.63%,21,36.84%,58.87,45.98,28.27,217.9,76.82,171.03,72.98,1.03
28-Dec-22,WMAS,Burton,26,89.66%,25,96.15%,17,65.38%,15,57.69%,10,38.46%,31.67,26.81,19,293.48,88,191.92,38.13,1.22
28-Dec-22,YAS,Calderdale Royal Hospital,55,94.83%,23,41.82%,11,20.00%,6,10.91%,5,9.09%,18.23,14.54,10.42,317.75,29.32,58.55,26.88,0.33
28-Dec-22,LAS,Charing Cross,52,96.30%,17,32.69%,4,7.69%,0,0.00%,0,0.00%,3.25,1.25,0,53.18,14.93,23.93,12.94,0.06
28-Dec-22,LAS,Chelsea & Westminster,50,100.00%,17,34.00%,2,4.00%,1,2.00%,0,0.00%,2.07,0.62,0.04,62.63,13.32,21.02,11.1,0.04
28-Dec-22,SWAS,Cheltenham General Hospital,22,100.00%,18,81.82%,15,68.18%,9,40.91%,4,18.18%,18.05,13.75,8.11,309.18,63.66,115.53,23.34,0.82
28-Dec-22,EMAS,Chesterfield Royal Hospital,78,100.00%,59,75.64%,27,34.62%,6,7.69%,2,2.56%,33.2,14.96,3.34,100.35,29.05,54.92,37.76,0.43
28-Dec-22,WMAS,City (Birmingham),50,90.91%,33,66.00%,25,50.00%,16,32.00%,10,20.00%,35.17,28.34,18.54,227.17,55.31,159.37,46.09,0.7
28-Dec-22,EEAST,Colchester General Hospital,40,49.38%,40,100.00%,28,70.00%,22,55.00%,19,47.50%,69.7,61.01,48.99,527.27,119.55,275.13,79.7,1.74
28-Dec-22,SECAmb,Conquest Hospital,64,86.49%,57,89.06%,33,51.56%,16,25.00%,6,9.38%,29.78,19.48,8.31,128.48,42.54,88.3,45.38,0.47
28-Dec-22,NWAS,Countess Of Chester,30,76.92%,27,90.00%,15,50.00%,7,23.33%,5,16.67%,29.14,24.15,18.76,339.68,72.79,281.75,36.4,0.97
28-Dec-22,WMAS,County Hospital (Stafford),38,97.44%,34,89.47%,28,73.68%,10,26.32%,6,15.79%,27.5,19.35,10.97,250,58.17,101.08,36.84,0.72
28-Dec-22,LAS,Croydon University (Mayday),91,85.85%,87,95.60%,61,67.03%,38,41.76%,29,31.87%,164.53,146.4,122.75,834.42,123.3,333.1,187,1.81
28-Dec-22,NWAS,Cumberland Infirmary,38,92.68%,33,86.84%,23,60.53%,11,28.95%,6,15.79%,37.9,30.89,22.26,447.25,74.35,147.02,47.09,1
28-Dec-22,SECAmb,Darent Valley Hospital,58,87.88%,39,67.24%,2,3.45%,0,0.00%,0,0.00%,4.54,0.18,0,38.37,18.51,26.88,17.9,0.08
28-Dec-22,NEAS,Darlington Memorial A&E,14,28.00%,13,92.86%,7,50.00%,4,28.57%,4,28.57%,15.73,15.2,13.58,298.98,82.33,674.93,19.21,1.12
28-Dec-22,SWAS,Derriford Hospital,59,100.00%,52,88.14%,46,77.97%,39,66.10%,36,61.02%,360.55,348.6,326.96,"1,368.98",380.63,"1,023.53",374.29,6.11
28-Dec-22,YAS,Doncaster Royal Infirmary,68,80.00%,61,89.71%,50,73.53%,43,63.24%,34,50.00%,143.55,130.14,106.8,418.85,140.83,320.93,159.61,2.11
28-Dec-22,SWAS,Dorset County Hospital,41,100.00%,33,80.49%,27,65.85%,19,46.34%,17,41.46%,64.15,56.76,45.64,460.02,107.27,284.52,73.3,1.56
28-Dec-22,LAS,Ealing,56,86.15%,41,73.21%,30,53.57%,14,25.00%,6,10.71%,27.01,18.27,7.58,127.28,42.27,94.53,39.46,0.48
28-Dec-22,SECAmb,East Surrey Hospital,98,91.59%,89,90.82%,65,66.33%,35,35.71%,19,19.39%,72.5,52.52,26.67,200.2,59.11,116.8,96.55,0.74
28-Dec-22,SECAmb,Eastbourne Dgh,38,69.09%,26,68.42%,8,21.05%,1,2.63%,0,0.00%,6.18,2.8,0.24,74.4,23.69,49.22,15.01,0.16
28-Dec-22,SECAmb,Epsom Hospital,26,100.00%,15,57.69%,5,19.23%,4,15.38%,0,0.00%,5.45,3.16,1.04,87.07,26.25,67.13,11.37,0.21
28-Dec-22,NWAS,Fairfield General,38,69.09%,27,71.05%,13,34.21%,6,15.79%,5,13.16%,17.28,12.57,7.98,243.85,41.42,112.12,26.23,0.45
28-Dec-22,SCAS,Frimley Park Hospital,22,84.62%,19,86.36%,10,45.45%,2,9.09%,2,9.09%,9.82,6.13,3.14,198.73,41.08,52.95,15.06,0.45
28-Dec-22,SECAmb,Frimley Park Hospital,49,94.23%,47,95.92%,29,59.18%,8,16.33%,2,4.08%,20.4,10.83,2.92,122.78,39.91,67.98,32.59,0.42
28-Dec-22,NWAS,Furness General,13,44.83%,9,69.23%,5,38.46%,1,7.69%,1,7.69%,3.99,2.24,1.04,122.48,31.53,45.73,6.83,0.31
28-Dec-22,WMAS,George Elliot,32,100.00%,29,90.63%,16,50.00%,9,28.13%,6,18.75%,24.09,19.02,12.43,193.1,59.93,158.37,31.96,0.75
28-Dec-22,EMAS,Glenfield General Hospital,22,100.00%,9,40.91%,4,18.18%,1,4.55%,1,4.55%,5.99,3.84,1.83,104.48,21.09,41.67,7.73,0.27
28-Dec-22,SWAS,Gloucester Royal Hospital,76,100.00%,71,93.42%,67,88.16%,58,76.32%,54,71.05%,392.22,374.96,343.9,"1,214.52",324.32,801.87,410.81,5.16
28-Dec-22,WMAS,Good Hope,43,95.56%,36,83.72%,22,51.16%,18,41.86%,15,34.88%,62.45,55.86,46.33,740,101.61,236.38,72.82,1.45
28-Dec-22,SWAS,Great Western Hospital,38,100.00%,32,84.21%,30,78.95%,21,55.26%,20,52.63%,156.11,148.32,136.67,"1,117.83",260.84,667.37,165.2,4.11
28-Dec-22,EMAS,Grimsby Diana Princess Of Wales,42,100.00%,37,88.10%,28,66.67%,26,61.90%,25,59.52%,187.78,179,164.68,849,277.48,669.38,194.24,4.47
28-Dec-22,YAS,Harrogate District Hospital,41,93.18%,34,82.93%,20,48.78%,9,21.95%,6,14.63%,19.09,12.81,6.34,153.5,41.76,100.92,28.54,0.47
28-Dec-22,WMAS,Heartlands,76,86.36%,70,92.11%,58,76.32%,44,57.89%,38,50.00%,176.73,160.97,136.62,558,154.15,405.5,195.26,2.33
28-Dec-22,WMAS,Hereford County,45,86.54%,36,80.00%,22,48.89%,16,35.56%,13,28.89%,44.08,36.75,27.4,343.02,72.84,193.65,54.63,0.98
28-Dec-22,LAS,Hillingdon,50,87.72%,34,68.00%,22,44.00%,13,26.00%,11,22.00%,54.29,47.28,38.19,758.27,78.04,144.6,65.03,1.09
28-Dec-22,EEAST,Hinchingbrooke Hospital,35,89.74%,31,88.57%,25,71.43%,18,51.43%,15,42.86%,58.47,51.63,41.39,419.48,114.18,318.27,66.61,1.67
28-Dec-22,LAS,Homerton,49,90.74%,23,46.94%,8,16.33%,0,0.00%,0,0.00%,4.4,0.92,0,45.18,17.15,33.45,14.01,0.09
28-Dec-22,SCAS,Horton General Hospital,21,80.77%,13,61.90%,7,33.33%,4,19.05%,0,0.00%,5.51,3.36,0.94,82.27,28.57,68.93,10,0.26
28-Dec-22,YAS,Huddersfield Royal Infirmary,44,83.02%,14,31.82%,5,11.36%,2,4.55%,0,0.00%,3.94,2,0.35,74.32,14.56,36.7,10.68,0.09
28-Dec-22,YAS,Hull Royal Infirmary,64,76.19%,54,84.38%,45,70.31%,33,51.56%,28,43.75%,121.12,108.94,90.28,617.08,127.82,359.03,136.34,1.89
28-Dec-22,EEAST,Ipswich Hospital,48,78.69%,44,91.67%,29,60.42%,23,47.92%,17,35.42%,86.35,77.48,64.56,528.97,122.41,425.43,97.93,1.8
28-Dec-22,NEAS,James Cook A&E,33,51.56%,32,96.97%,26,78.79%,20,60.61%,19,57.58%,47.97,47.43,44.15,309.45,102.18,211.42,56.2,1.45
28-Dec-22,EEAST,James Paget Hospital,40,86.96%,36,90.00%,28,70.00%,25,62.50%,23,57.50%,115.53,107.83,94.66,625.78,187.54,571.88,125.03,2.89
28-Dec-22,SCAS,John Radcliffe Hospital,55,49.11%,41,74.55%,23,41.82%,8,14.55%,3,5.45%,20.65,12.62,6.06,200.35,36.17,45.48,33.15,0.38
28-Dec-22,EMAS,Kettering General Hospital,76,100.00%,69,90.79%,52,68.42%,30,39.47%,19,25.00%,76.93,58.54,33.15,234.33,63.95,136.35,81,1.01
28-Dec-22,LAS,King Georges; Ilford,59,77.63%,56,94.92%,52,88.14%,40,67.80%,26,44.07%,149.82,136.02,113.41,673.1,166.74,409.62,163.96,2.54
28-Dec-22,LAS,Kings College,84,77.06%,71,84.52%,41,48.81%,17,20.24%,10,11.90%,48.26,34.45,22.02,267.75,48.18,138.52,67.46,0.57
28-Dec-22,EMAS,Kings Mill Hospital,78,100.00%,64,82.05%,16,20.51%,3,3.85%,0,0.00%,28.87,8.97,1.75,83.88,24.45,40.47,31.79,0.37
28-Dec-22,LAS,Kingston,48,75.00%,41,85.42%,33,68.75%,21,43.75%,18,37.50%,65.59,56.1,42.79,751.62,95.87,193.48,76.7,1.37
28-Dec-22,YAS,Leeds General Infirmary,61,92.42%,9,14.75%,0,0.00%,0,0.00%,0,0.00%,0.99,0,0,29.38,8.01,18.95,8.14,0.02
28-Dec-22,EMAS,Leicester Royal Infirmary,139,100.00%,124,89.21%,93,66.91%,54,38.85%,40,28.78%,250.19,214.3,170.67,854,112.1,309.75,259.7,1.8
28-Dec-22,NWAS,Leighton,16,38.10%,16,100.00%,14,87.50%,11,68.75%,6,37.50%,20.97,17.23,10.6,184.23,93.64,167.68,24.97,1.31
28-Dec-22,LAS,Lewisham,45,72.58%,36,80.00%,22,48.89%,13,28.89%,11,24.44%,46.42,39.67,31.34,394.22,75.61,226.57,56.71,1.03
28-Dec-22,EMAS,Lincoln County Hospital,49,100.00%,46,93.88%,35,71.43%,21,42.86%,17,34.69%,123.91,109.15,91.71,686,151.53,476.52,123.75,2.53
28-Dec-22,EEAST,Lister Hospital,29,50.00%,28,96.55%,24,82.76%,19,65.52%,16,55.17%,91.95,85.35,74.56,707.48,205.13,510.93,99.14,3.17
28-Dec-22,EEAST,Luton And Dunstable Hospital,45,61.64%,34,75.56%,17,37.78%,10,22.22%,9,20.00%,28.48,22.28,15.87,237.68,52.03,164.37,39.02,0.63
28-Dec-22,NWAS,Macclesfield General,13,54.17%,12,92.31%,12,92.31%,11,84.62%,9,69.23%,23.83,20.83,15.02,205.88,124.35,193.87,26.94,1.83
28-Dec-22,SECAmb,Maidstone Hospital,41,97.62%,32,78.05%,9,21.95%,1,2.44%,0,0.00%,5.7,1.88,0.38,82.62,22.67,34.82,15.49,0.14
28-Dec-22,NWAS,Manchester Royal Infirmary,38,70.37%,34,89.47%,25,65.79%,14,36.84%,9,23.68%,31.67,24.33,15.27,274.98,64.63,135.87,40.93,0.83
28-Dec-22,SECAmb,Medway Maritime Hospital,94,94.95%,46,48.94%,21,22.34%,6,6.38%,3,3.19%,15.62,8.76,3.46,124.68,22.38,42.72,35.07,0.17
28-Dec-22,SCAS,Milton Keynes General Hospital,51,86.44%,42,82.35%,17,33.33%,1,1.96%,1,1.96%,12.16,4.97,1.35,140.97,28.71,43.05,24.4,0.24
28-Dec-22,SWAS,Musgrove Park Hospital,70,100.00%,60,85.71%,50,71.43%,42,60.00%,33,47.14%,113.83,100.51,77.59,370.48,111.79,275.32,130.42,1.63
28-Dec-22,WMAS,New Cross,79,85.87%,63,79.75%,33,41.77%,22,27.85%,14,17.72%,61.16,49.87,36.4,399,60.81,145.38,80.07,0.77
28-Dec-22,WMAS,New Queen Elizabeth Hosp,90,76.27%,75,83.33%,54,60.00%,37,41.11%,34,37.78%,165.9,149.97,126.81,627,125.29,324.27,187.94,1.84
28-Dec-22,LAS,Newham,46,74.19%,43,93.48%,29,63.04%,16,34.78%,11,23.91%,50.13,41.21,30.44,493.45,79.69,195.73,61.1,1.09
28-Dec-22,EEAST,Norfolk & Norwich University Hospital,62,52.10%,46,74.19%,42,67.74%,39,62.90%,36,58.06%,227.02,215.87,196.16,704.45,230.97,632.7,238.67,3.66
28-Dec-22,SWAS,North Devon District Hospital,41,100.00%,37,90.24%,26,63.41%,10,24.39%,7,17.07%,26.81,19.08,10.54,312.15,53.76,109.22,36.73,0.65
28-Dec-22,SCAS,North Hants Hospital,37,71.15%,25,67.57%,12,32.43%,7,18.92%,7,18.92%,25.25,21.36,16.92,284.15,54.11,141.1,33.37,0.68
28-Dec-22,NWAS,North Manchester General,26,55.32%,17,65.38%,10,38.46%,9,34.62%,7,26.92%,24.41,21.49,16.86,358.88,69.75,216.35,30.23,0.94
28-Dec-22,LAS,North Middlesex,64,72.73%,60,93.75%,55,85.94%,41,64.06%,30,46.88%,85.64,71.35,47.27,316.72,94.99,178.75,101.33,1.34
28-Dec-22,NEAS,North Tees Hospital A&E,19,44.19%,18,94.74%,9,47.37%,6,31.58%,4,21.05%,15.35,14.37,12.9,273.58,63.45,256.45,20.09,0.81
28-Dec-22,EMAS,Northampton General Hospital,88,100.00%,76,86.36%,73,82.95%,64,72.73%,61,69.32%,358.72,339.56,301.12,658,250.99,523,368.12,4.08
28-Dec-22,YAS,Northern General Hospital,68,76.40%,57,83.82%,49,72.06%,40,58.82%,35,51.47%,112.76,99.71,78.05,417.85,113,249.43,128.07,1.66
28-Dec-22,LAS,Northwick Park,99,83.90%,85,85.86%,69,69.70%,50,50.51%,40,40.40%,158.14,139.27,110.12,396.48,110.11,275.95,181.68,1.6
28-Dec-22,EMAS,Nottingham City Hospital Campus,20,100.00%,15,75.00%,12,60.00%,9,45.00%,9,45.00%,63.87,60.07,53.74,795,200.52,580.58,66.84,3.19
28-Dec-22,NEAS,Nsec A&E,50,78.13%,41,82.00%,33,66.00%,23,46.00%,14,28.00%,38.12,36.96,32.49,167.8,59.87,142.43,49.89,0.76
28-Dec-22,EEAST,Peterborough City Hospital,40,67.80%,38,95.00%,32,80.00%,27,67.50%,25,62.50%,99.54,91.08,76.49,486.68,164.16,342.78,109.44,2.49
28-Dec-22,EMAS,Peterborough City Hospital,20,100.00%,20,100.00%,13,65.00%,11,55.00%,10,50.00%,36.37,30.03,23.74,339,111.34,275.12,37.11,1.82
28-Dec-22,YAS,Pinderfields General Hospital,94,88.68%,66,70.21%,45,47.87%,27,28.72%,18,19.15%,66.69,53.11,35.85,316.95,55.1,159.1,86.33,0.71
28-Dec-22,SWAS,Poole Hospital,58,100.00%,53,91.38%,43,74.14%,31,53.45%,26,44.83%,135.45,123.33,106.12,670.67,154.61,471.12,149.46,2.34
28-Dec-22,EEAST,Princess Alexandra Hospital,26,56.52%,23,88.46%,20,76.92%,16,61.54%,10,38.46%,43.01,37.76,28.56,466.8,113.38,289.55,49.13,1.65
28-Dec-22,WMAS,Princess Royal,31,73.81%,31,100.00%,29,93.55%,23,74.19%,19,61.29%,160.37,152.93,139.79,"1,432.00",325.39,"1,120.00",168.12,5.17
28-Dec-22,SECAmb,Princess Royal Hospital,21,67.74%,19,90.48%,11,52.38%,2,9.52%,0,0.00%,6.31,2.76,0.46,76.62,32.65,57.3,11.43,0.3
28-Dec-22,LAS,Princess Royal; Farnborough,37,64.91%,32,86.49%,18,48.65%,16,43.24%,11,29.73%,45.4,39.1,30.44,537.8,87.6,198.52,54.02,1.23
28-Dec-22,SCAS,Queen Alexandra Hospital,112,79.43%,99,88.39%,86,76.79%,69,61.61%,60,53.57%,321.62,298.65,260.51,828.37,186.58,456.97,348.27,2.87
28-Dec-22,NEAS,Queen Elizabeth Emrg Hub,39,78.00%,30,76.92%,14,35.90%,13,33.33%,9,23.08%,40.22,38.41,37.72,335,76.13,293.82,49.48,1.03
28-Dec-22,EEAST,Queen Elizabeth Hospital,29,76.32%,25,86.21%,22,75.86%,18,62.07%,17,58.62%,84.01,78,68.19,719.43,188.23,484.95,90.98,2.9
28-Dec-22,LAS,Queen Elizabeth Ii; Woolwich,77,87.50%,43,55.84%,30,38.96%,25,32.47%,24,31.17%,106.77,98.47,85.08,700.52,95.35,258.2,122.36,1.39
28-Dec-22,SECAmb,Queen Elizabeth Queen Mother Hospital,86,97.73%,73,84.88%,24,27.91%,3,3.49%,1,1.16%,18.47,6.7,1.35,110.25,27.21,44.65,39,0.21
28-Dec-22,EMAS,Queens Medical Centre Campus Hospital,158,100.00%,129,81.65%,103,65.19%,82,51.90%,70,44.30%,372.18,336.56,286.81,586,148.25,379.37,390.39,2.36
28-Dec-22,LAS,Queens; Romford - A&E,45,61.64%,45,100.00%,36,80.00%,24,53.33%,19,42.22%,134.9,124.64,109.96,"1,451.93",194.86,537.95,146.15,3
28-Dec-22,YAS,Rotherham District General Hos,66,85.71%,48,72.73%,38,57.58%,26,39.39%,22,33.33%,88.05,77.23,61.3,522.58,93.27,244.32,102.6,1.33
28-Dec-22,NWAS,Royal Albert Edward Infirmary,54,90.00%,45,83.33%,33,61.11%,16,29.63%,9,16.67%,34.7,24.77,12.29,194.9,52.88,111.03,47.59,0.64
28-Dec-22,SCAS,Royal Berkshire Hospital,84,82.35%,64,76.19%,47,55.95%,35,41.67%,27,32.14%,75.48,61.77,41.1,248.08,67.43,145.53,94.4,0.9
28-Dec-22,NWAS,Royal Blackburn,100,80.65%,90,90.00%,53,53.00%,11,11.00%,4,4.00%,35.92,17.91,4.13,129.27,36.26,60.72,60.43,0.36
28-Dec-22,NWAS,Royal Bolton,53,94.64%,43,81.13%,38,71.70%,24,45.28%,18,33.96%,58.33,48.1,34.63,297.53,80.16,201.63,70.81,1.1
28-Dec-22,SWAS,Royal Bournemouth Hospital,68,100.00%,57,83.82%,51,75.00%,39,57.35%,29,42.65%,182.28,168.62,146.37,962,174.88,480.5,198.2,2.68
28-Dec-22,EMAS,Royal Derby Hospital,118,100.00%,96,81.36%,67,56.78%,49,41.53%,34,28.81%,147.24,116.16,83.92,504,77.64,182.37,152.69,1.25
28-Dec-22,SWAS,Royal Devon And Exeter Wonford,70,100.00%,64,91.43%,58,82.86%,44,62.86%,36,51.43%,158.79,143.66,119.04,600.47,150.35,360.73,175.41,2.27
